record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_is_sunrise,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_time_of_day,llm_sky_coverage,llm_rating_explanation,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
430,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/45031828101.jpg,0.78,True,False,0.85,True,"Blue, orange, yellow, and pink gradient with warm golden tones near horizon",,golden_hour,mostly,"Vivid gradient of warm colors from golden yellow to orange at the horizon blending into blue and pink clouds above, creating a dramatic and colorful scene.",claude-sonnet-4-5,anthropic,2026-05-12T21:45:53.918583+00:00,,0
431,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/43890800915.jpg,0.72,True,False,0.85,True,Deep blue sky with golden orange and peach tones near horizon,,golden_hour,mostly,Vivid golden sunset with dramatic clouds and striking cable-stayed bridge silhouette creating an excellent composition.,claude-sonnet-4-5,anthropic,2026-05-12T21:46:03.119638+00:00,,0
432,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/9509271156.jpg,0.88,True,False,0.85,True,"Deep orange, golden yellow, purple, and pink gradients",,golden_hour,full,"Spectacular sunset with vibrant orange and golden hues reflecting on water, dramatic cloud formations, and the sun perfectly positioned on the horizon creating a stunning silhouette of sailboat masts.",claude-sonnet-4-5,anthropic,2026-05-12T21:46:12.373505+00:00,,0
433,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/23248238273.jpg,0.88,True,False,0.85,True,"vibrant orange, yellow, pink, and purple gradients",,golden_hour,full,"Spectacular sunset with dramatic layered clouds displaying rich orange, yellow, and pink hues across the entire sky with excellent color saturation and depth.",claude-sonnet-4-5,anthropic,2026-05-12T21:46:21.280315+00:00,,0
434,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/38357129081.jpg,0.72,True,True,0.85,True,"Golden yellow, warm orange, deep blue",,golden_hour,mostly,"Beautiful golden sun with dramatic rays bursting over the horizon, warm tones reflecting on water, and nice cloud detail creating visual interest.",claude-sonnet-4-5,anthropic,2026-05-12T21:46:29.237888+00:00,,0
435,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/51663912043.jpg,0.88,True,False,0.85,True,"vibrant coral, pink, orange, blue-gray with cream undertones",,golden_hour,full,Spectacular display of vivid coral and pink streaks across dramatic clouds with excellent color saturation and dynamic cloud formations throughout the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:46:38.118346+00:00,,0
436,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/26751503812.jpg,0.55,True,False,0.75,False,"Orange, yellow, and blue gradient with warm golden tones near horizon",,golden_hour,partial,"Decent sunset with warm golden-orange glow at horizon, but heavily obscured by silhouetted trees limiting the visible sky drama.",claude-sonnet-4-5,anthropic,2026-05-12T21:46:47.150285+00:00,,0
437,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21987001753.jpg,0.88,True,False,0.92,True,"vibrant pink, purple, orange with deep blue accents",,twilight,full,"Spectacular twilight scene with dramatic layered clouds displaying rich pink, purple, and orange hues across the entire sky over a serene waterscape.",claude-sonnet-4-5,anthropic,2026-05-12T21:46:55.779215+00:00,,0
438,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/26391004471.jpg,0.88,True,False,0.85,True,"golden yellow, orange, pink, and deep blue with gray clouds",,golden_hour,full,"Spectacular sunset with dramatic layered clouds illuminated in vibrant gold and orange hues across the entire sky, perfectly framing the sailboats.",claude-sonnet-4-5,anthropic,2026-05-12T21:47:04.201844+00:00,,0
439,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/16083873480.jpg,0.88,True,False,0.85,True,"golden orange, yellow, deep blue, and gray dramatic clouds",,golden_hour,full,"Spectacular golden sunset with dramatic cloud formations, vibrant orange and yellow hues radiating across the entire sky with excellent contrast against the silhouetted mosque and cityscape.",claude-sonnet-4-5,anthropic,2026-05-12T21:47:13.519630+00:00,,0
440,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14085502433.jpg,0.72,True,False,0.85,False,"warm orange, amber, and golden tones fading to darker brown",,golden_hour,full,"Vivid golden-orange sunset with clear sky and beautiful silhouette composition, though lacking dramatic clouds for higher impact.",claude-sonnet-4-5,anthropic,2026-05-12T21:47:22.034936+00:00,,0
441,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28049749801.jpg,0.88,True,False,0.92,True,"vibrant orange, golden yellow, deep purple, and gray",,golden_hour,full,Spectacular sunset with dramatic layered clouds displaying intense orange and golden hues across the entire sky with excellent color saturation and depth.,claude-sonnet-4-5,anthropic,2026-05-12T21:47:30.329953+00:00,,0
442,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/44559959175.jpg,0.82,True,False,0.85,True,"Golden orange, warm amber, soft blue gradients",,golden_hour,mostly,"Stunning golden hour scene with warm orange and amber tones reflecting on calm water, dramatic wispy clouds, and excellent composition with coastal village silhouette.",claude-sonnet-4-5,anthropic,2026-05-12T21:47:39.192059+00:00,,0
443,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/29794652113.jpg,0.78,True,False,0.85,True,"pink, coral, peach, and blue with purple undertones",,twilight,mostly,Vivid pink and coral colors spread across the sky with dramatic cloud formations creating depth and visual interest.,claude-sonnet-4-5,anthropic,2026-05-12T21:47:48.283507+00:00,,0
444,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/27297243772.jpg,0.55,True,False,0.75,False,golden amber and warm orange tones,fog,golden_hour,partial,"Moderate golden hour light with atmospheric haze creating a warm glow, but limited sky visibility and muted colors due to fog or marine layer.",claude-sonnet-4-5,anthropic,2026-05-12T21:47:56.760128+00:00,,0
445,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22769293014.jpg,0.88,True,False,0.85,True,"brilliant golden yellow, deep orange, amber with dark cloud accents",,golden_hour,full,"Spectacular golden sunset with intense sun burst, dramatic layered clouds, and vivid orange-yellow reflections across the entire water surface.",claude-sonnet-4-5,anthropic,2026-05-12T21:48:05.793428+00:00,,0
446,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22975863839.jpg,0.78,True,False,0.85,True,"Deep orange, amber, and golden yellow with gray-brown clouds",,golden_hour,full,Vivid orange and golden sky with dramatic cloud formations creating rich color gradients throughout the frame.,claude-sonnet-4-5,anthropic,2026-05-12T21:48:14.727787+00:00,,0
447,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/39772905850.jpg,0.65,True,False,0.75,True,"soft orange, pink, and blue gradient",,blue_hour,mostly,"Pleasant pastel sunset colors with gentle cloud formations, though not particularly dramatic or vivid.",claude-sonnet-4-5,anthropic,2026-05-12T21:48:23.802438+00:00,,0
448,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/43553417345.jpg,0.88,True,False,0.85,True,"golden yellow, orange, deep blue, and gray with dramatic cloud textures",,golden_hour,full,"Spectacular sunset with dramatic textured clouds illuminated in golden and orange hues across the entire sky, creating exceptional depth and visual interest.",claude-sonnet-4-5,anthropic,2026-05-12T21:48:32.809110+00:00,,0
449,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/4737833542.jpg,0.82,True,False,0.85,True,"Deep orange, golden yellow, teal blue with dramatic cloud contrast",,golden_hour,full,Dramatic golden-orange sky with striking cloud formations and beautiful color gradients from teal to deep orange across the entire frame.,claude-sonnet-4-5,anthropic,2026-05-12T21:48:42.190494+00:00,,0
450,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/54451660515.jpg,0.72,True,False,0.85,True,"Deep orange, golden yellow, blue gradient",,golden_hour,full,Vivid orange and golden gradient across the horizon with clear blue sky above and city lights below creating a striking contrast.,claude-sonnet-4-5,anthropic,2026-05-12T21:48:50.582594+00:00,,0
451,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/26447551924.jpg,0.72,True,False,0.85,True,Golden orange and warm amber with soft gray-blue water reflections,,golden_hour,full,Vivid golden light reflecting off water with warm sunset colors and gentle cloud formations creating a pleasant atmospheric scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:48:58.670530+00:00,,0
452,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/27106516525.jpg,0.88,True,False,0.92,True,"Deep orange, golden yellow, purple-blue, and gray",,golden_hour,full,Spectacular sunset with dramatic cloud formations illuminated in vibrant orange and gold against deep blue-purple tones across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:49:07.916879+00:00,,0
453,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22712905033.jpg,0.72,True,False,0.85,True,"Steel blue, gray, golden yellow highlights, muted purple tones",,twilight,full,"Dramatic cloud formations with golden light breaking through storm clouds create a moody, atmospheric scene with good color contrast.",claude-sonnet-4-5,anthropic,2026-05-12T21:49:17.204012+00:00,,0
454,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14563932410.jpg,0.72,True,False,0.85,False,"orange, pink, yellow gradient fading to gray-blue",,golden_hour,full,"Vivid orange and pink hues with clear sun disk at horizon over water, though lacking dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-12T21:49:25.601287+00:00,,0
455,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22517579153.jpg,0.72,True,False,0.85,False,Golden orange and amber tones with warm yellow highlights,,golden_hour,full,"Clear golden hour sunset with vivid orange and yellow colors reflecting beautifully on the water, though lacking dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-12T21:49:33.738573+00:00,,0
456,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/9054680260.jpg,0.72,True,False,0.85,True,"Deep orange, golden yellow, and blue gradient",,golden_hour,full,"Vivid orange and golden colors with nice cloud formations and a clear contrail, though the industrial silhouette dominates the foreground.",claude-sonnet-4-5,anthropic,2026-05-12T21:49:42.922882+00:00,,0
457,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/30142476105.jpg,0.72,True,False,0.85,True,"warm peach, orange, and golden yellow with gray-blue upper sky",,golden_hour,mostly,"Vivid warm colors illuminating scattered clouds with good color gradation from golden horizon to cooler upper sky, though silhouetted trees reduce some impact.",claude-sonnet-4-5,anthropic,2026-05-12T21:49:51.714547+00:00,,0
458,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/31052772461.jpg,0.82,True,False,0.9,True,"Deep orange, golden yellow, and dark gray storm clouds",,golden_hour,full,Dramatic storm clouds with vibrant orange and golden light create a striking contrast across the entire sky above the marina.,claude-sonnet-4-5,anthropic,2026-05-12T21:50:00.521743+00:00,,0
459,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/31862034502.jpg,0.78,True,False,0.85,True,"Deep orange, amber, and red with dark blue-gray clouds",building,twilight,mostly,"Vivid orange and red gradient sky with dramatic dark clouds creating strong contrast, though partially obscured by silhouetted building.",claude-sonnet-4-5,anthropic,2026-05-12T21:50:09.022480+00:00,,0
460,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/5891980396.jpg,0.78,True,False,0.9,True,"Deep orange, yellow, and purple-blue gradient",,twilight,full,"Vivid orange and yellow sunset with dramatic color gradient transitioning to deep blue, though partially obscured by the subject in the foreground.",claude-sonnet-4-5,anthropic,2026-05-12T21:50:18.133607+00:00,,0
461,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22747449277.jpg,0.78,True,False,0.85,False,"Deep orange, golden yellow, purple-pink gradient",,golden_hour,full,"Vivid golden-orange sunset with smooth gradient and perfect reflections on calm water, though lacking dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-12T21:50:26.579949+00:00,,0
462,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15009789790.jpg,0.88,True,False,0.85,True,"Deep orange, golden yellow, and dark red gradients",,golden_hour,full,"Spectacular sunset with vibrant orange and golden hues, dramatic cloud formation with sun rays, and beautiful silhouetted islands creating depth.",claude-sonnet-4-5,anthropic,2026-05-12T21:50:35.260746+00:00,,0
463,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28697243995.jpg,0.78,True,True,0.75,True,"Pink, purple, orange, and blue with golden yellow near horizon",,golden_hour,full,"Vivid multi-colored sky with dramatic pink and purple clouds stretching across the entire frame, though silhouetted trees reduce some impact.",claude-sonnet-4-5,anthropic,2026-05-12T21:50:43.797996+00:00,,0
464,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15093249002.jpg,0.72,True,False,0.85,False,"deep orange, amber, gradient to darker orange",,golden_hour,mostly,Rich orange sky with smooth gradient and silhouetted coastal tower creates a vivid and dramatic scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:50:51.518820+00:00,,0
465,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21609923889.jpg,0.88,True,False,0.92,True,"vibrant orange, pink, purple, and deep blue with golden yellow highlights",,twilight,full,"Spectacular sunset with dramatic layered clouds displaying rich oranges, pinks, and purples across the entire sky with excellent color saturation and depth.",claude-sonnet-4-5,anthropic,2026-05-12T21:51:00.115904+00:00,,0
466,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14416986591.jpg,0.88,True,False,0.92,True,"vibrant orange, golden yellow, purple-gray, with hints of blue",,golden_hour,full,Spectacular dramatic clouds with intense orange and golden hues sweeping across the entire sky in dynamic patterns.,claude-sonnet-4-5,anthropic,2026-05-12T21:51:08.515462+00:00,,0
467,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/25614139004.jpg,0.55,True,False,0.75,True,"soft pink, peach, and blue-gray gradient",,twilight,mostly,"Decent sunset with soft pink and peach tones visible through bare tree branches, though colors are somewhat muted and not particularly dramatic.",claude-sonnet-4-5,anthropic,2026-05-12T21:51:17.513832+00:00,,0
468,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/6408218515.jpg,0.72,True,False,0.85,True,"golden yellow, orange, blue-gray with dramatic cloud formations",,golden_hour,full,Dramatic clouds with golden sunlight breaking through behind mountain silhouettes create a vivid and atmospheric scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:51:26.408238+00:00,,0
469,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/9670507895.jpg,0.82,True,False,0.85,True,"golden yellow, orange, purple-gray with dramatic cloud formations",,golden_hour,mostly,"Dramatic golden sunset with striking cloud formations and vivid yellow-orange rays breaking through, creating a beautiful silhouette scene.",claude-sonnet-4-5,anthropic,2026-05-12T21:51:34.526251+00:00,,0
470,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15788428792.jpg,0.72,True,False,0.85,True,"Deep orange, golden yellow, and amber with dark silhouettes",,golden_hour,mostly,Vivid golden-orange sun breaking through layered clouds with dramatic silhouetted tree creating strong composition.,claude-sonnet-4-5,anthropic,2026-05-12T21:51:43.027221+00:00,,0
471,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/27058343666.jpg,0.88,True,False,0.85,True,"Vibrant orange, gold, pink, and purple with dramatic cloud layers",,golden_hour,full,"Spectacular display of layered clouds in brilliant orange, gold, and pink hues stretching across the entire sky with excellent color saturation and dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-12T21:51:51.529124+00:00,,0
472,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/26812423136.jpg,0.72,True,False,0.85,True,"Orange, golden yellow, blue-gray with darker cloud accents",,golden_hour,full,Vivid orange and golden colors with dramatic cloud formations across the horizon create a striking sunset scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:52:00.431322+00:00,,0
473,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14465472185.jpg,0.88,True,False,0.92,True,"Deep oranges, golden yellows, crimson reds, and dark purples",,golden_hour,mostly,"Spectacular sunset with dramatic layered clouds in vivid oranges and reds, silhouetted figures perfectly framed against the glowing sun.",claude-sonnet-4-5,anthropic,2026-05-12T21:52:09.341828+00:00,,0
474,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/22663454882.jpg,0.78,True,False,0.85,True,"Deep orange, golden yellow, purple-gray clouds",,golden_hour,full,Vivid orange and golden sky with dramatic cloud formations and clear sun position at horizon creating a striking rural sunset scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:52:17.641576+00:00,,0
475,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/49433289058.jpg,0.72,True,False,0.85,True,"golden orange, peach, gray-blue, with dramatic dark clouds above",,golden_hour,full,Vivid golden-orange light breaking through dramatic layered clouds over the ocean horizon creates a striking contrast between warm and cool tones.,claude-sonnet-4-5,anthropic,2026-05-12T21:52:26.696855+00:00,,0
476,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/26976987111.jpg,0.78,True,False,0.85,False,Deep orange transitioning to peach and pink tones,,golden_hour,full,Rich gradient of warm orange and peachy colors fills the entire sky with excellent saturation and smooth color transitions.,claude-sonnet-4-5,anthropic,2026-05-12T21:52:35.351710+00:00,,0
477,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/127825139.jpg,0.78,True,False,0.85,False,"deep orange, golden yellow, warm amber tones",,golden_hour,full,"Vivid golden-orange sunset over water with clear sun disk and strong reflection, though lacking dramatic cloud formations.",claude-sonnet-4-5,anthropic,2026-05-12T21:52:44.469229+00:00,,0
478,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/29440790664.jpg,0.88,True,False,0.85,True,"vibrant orange, golden yellow, deep amber with gray-purple upper clouds",,golden_hour,full,Spectacular textured cloud coverage with intense orange and golden hues spreading across the entire sky creating a dramatic scene.,claude-sonnet-4-5,anthropic,2026-05-12T21:52:53.168256+00:00,,0
479,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28597778474.jpg,0.88,True,False,0.85,True,"Deep golden orange, amber, and warm yellow tones",,golden_hour,full,"Spectacular golden sunset with dramatic clouds, brilliant sun reflection on calm water, and rich saturated orange hues throughout the entire sky.",claude-sonnet-4-5,anthropic,2026-05-12T21:53:01.355296+00:00,,0
480,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28980042541.jpg,0.88,True,False,0.92,True,"Deep reds, oranges, and dark purples with dramatic dark clouds",,twilight,full,Spectacular sunset with intense red and orange colors illuminating dramatic cloud formations across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:53:09.758500+00:00,,0
481,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28090520081.jpg,0.82,True,False,0.85,True,"Deep orange, golden yellow, and gray clouds",,golden_hour,full,Dramatic golden-orange sky with layered clouds creating depth and contrast against the silhouetted rural landscape.,claude-sonnet-4-5,anthropic,2026-05-12T21:53:18.154755+00:00,,0
482,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/17463495316.jpg,0.88,True,False,0.92,True,"vibrant orange, pink, purple, and deep blue",,twilight,full,"Spectacular twilight scene with dramatic layered clouds illuminated in vivid orange and pink hues across the entire sky, creating a stunning silhouette of the distant island.",claude-sonnet-4-5,anthropic,2026-05-12T21:53:25.949571+00:00,,0
483,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/47954342702.jpg,0.72,True,False,0.85,True,"golden orange, deep blue, and dark gray",,golden_hour,full,Vivid golden-orange glow breaking through dramatic dark clouds creates strong contrast and atmospheric depth across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:53:34.469269+00:00,,0
484,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/25774758872.jpg,0.72,True,False,0.85,True,"golden yellow, orange, soft pink, blue-gray",,golden_hour,full,"Vivid golden and orange colors illuminating dramatic clouds with good color saturation and depth, though partially obscured by lower cloud layer.",claude-sonnet-4-5,anthropic,2026-05-12T21:53:43.436540+00:00,,0
485,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/23651443941.jpg,0.78,True,False,0.85,True,"golden orange, yellow, and gray with dramatic cloud contrast",,golden_hour,mostly,"Vivid golden-orange sky with dramatic clouds and beautiful reflection on water, though some gray clouds reduce the overall impact.",claude-sonnet-4-5,anthropic,2026-05-12T21:53:52.182640+00:00,,0
486,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/16116022919.jpg,0.72,True,False,0.85,False,"warm orange, golden yellow, deep amber fading to dark blue-gray",,golden_hour,full,"Vivid golden-orange sun with clear reflection on calm water and warm gradient sky, though lacking dramatic clouds for higher impact.",claude-sonnet-4-5,anthropic,2026-05-12T21:54:00.544328+00:00,,0
487,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/38358636476.jpg,0.45,True,False,0.75,False,soft pastel pink and blue gradient,,twilight,mostly,"Gentle pastel colors in the sky with minimal dramatic features, creating a subtle twilight atmosphere rather than a vivid sunset.",claude-sonnet-4-5,anthropic,2026-05-12T21:54:09.078305+00:00,,0
488,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28585586314.jpg,0.88,True,False,0.92,True,"Deep oranges, reds, pinks with purple and teal accents",,twilight,full,"Spectacular sunset with dramatic layered clouds displaying vibrant oranges, reds, and pinks across the entire sky with excellent color saturation and cloud texture.",claude-sonnet-4-5,anthropic,2026-05-12T21:54:17.749957+00:00,,0
489,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/23406034449.jpg,0.88,True,False,0.85,False,"Deep orange, amber, and red gradient with bright white sun",,golden_hour,full,"Spectacular vivid orange and red sky with dramatic silhouettes and a brilliant sun disk creating an intense, fiery atmosphere.",claude-sonnet-4-5,anthropic,2026-05-12T21:54:26.045354+00:00,,0
490,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/15854753802.jpg,0.45,True,True,0.7,False,"pale blue, soft yellow-orange glow",,golden_hour,partial,Sun visible through trees with gentle golden glow but minimal dramatic color in the mostly clear pale sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:54:34.935649+00:00,,0
492,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/27980556910.jpg,0.88,True,False,0.92,True,"Deep orange, fiery red, purple, and golden yellow",,golden_hour,full,Spectacular display of dramatic layered clouds with intense orange and red hues stretching across the entire sky horizon.,claude-sonnet-4-5,anthropic,2026-05-12T21:54:54.230216+00:00,,0
493,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/28853746020.jpg,0.45,True,False,0.7,True,monochrome grayscale with bright white sun and gray tones,,golden_hour,full,"Black and white image shows a low sun over the ocean with some cloud texture, but lacks the color information needed to assess true sunset quality.",claude-sonnet-4-5,anthropic,2026-05-12T21:55:03.817242+00:00,,0
494,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14816658588.jpg,0.78,True,False,0.85,True,"deep orange, golden yellow, amber with gray clouds",,golden_hour,full,Vivid orange and golden sky with dramatic cloud layer creating striking contrast as the sun sets over the ocean horizon.,claude-sonnet-4-5,anthropic,2026-05-12T21:55:12.124692+00:00,,0
495,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/54293536549.jpg,0.78,True,False,0.85,True,"Deep orange, red, and golden yellow with dark blue-gray clouds",,golden_hour,full,Vivid orange and red sunset with dramatic dark clouds creating strong contrast across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:55:20.083840+00:00,,0
496,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/13378310184.jpg,0.88,True,False,0.92,True,"vibrant orange, yellow, gold with dark blue and gray storm clouds",,golden_hour,full,Spectacular dramatic sunset with intense orange and gold colors swirling through storm clouds across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:55:29.129871+00:00,,0
497,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/8673945358.jpg,0.72,True,False,0.85,False,"deep orange, amber, and warm golden tones",building,golden_hour,mostly,"Vivid orange and golden sunset with strong color saturation, though partially obscured by buildings and foreground vegetation.",claude-sonnet-4-5,anthropic,2026-05-12T21:55:37.904634+00:00,,0
498,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/24303050888.jpg,0.45,True,False,0.7,False,bright white and pale gray with minimal warm tones,,golden_hour,partial,"Sun is visible with backlighting creating a golden hour effect, but the overexposed bright sky lacks dramatic colors or cloud definition.",claude-sonnet-4-5,anthropic,2026-05-12T21:55:46.792997+00:00,,0
499,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/21904369271.jpg,0.88,True,False,0.92,True,"vibrant pink, coral, orange, and purple with golden yellow highlights",,golden_hour,full,"Spectacular sunset with dramatic layered clouds displaying rich coral, pink, and orange hues reflected beautifully in the calm ocean water.",claude-sonnet-4-5,anthropic,2026-05-12T21:55:55.838729+00:00,,0
500,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/14001447084.jpg,0.72,True,False,0.85,True,"Deep orange, golden yellow, purple-blue gradient with dark silhouettes",,twilight,full,"Vivid golden-orange horizon with dramatic cloud formations and beautiful reflections on calm water, creating a striking twilight scene.",claude-sonnet-4-5,anthropic,2026-05-12T21:56:05.374071+00:00,,0
501,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/30639876471.jpg,0.88,True,False,0.92,True,"Deep orange, golden yellow, dark amber with gray-black clouds",,golden_hour,full,Spectacular sunset with dramatic layered clouds illuminated in vibrant orange and gold tones across the entire sky.,claude-sonnet-4-5,anthropic,2026-05-12T21:56:13.259925+00:00,,0
502,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/20126383798.jpg,0.82,True,False,0.85,True,"golden orange, amber, warm yellows with gray-blue clouds",,golden_hour,full,Dramatic golden sunset with rich orange and amber tones illuminating clouds across the entire sky above a wheat field.,claude-sonnet-4-5,anthropic,2026-05-12T21:56:22.103942+00:00,,0
503,external,,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/external_images/flickr/9138849363.jpg,0.88,True,False,0.92,True,"Deep orange, fiery red, purple, and blue gradient",,twilight,full,Spectacular sunset with dramatic clouds displaying vibrant orange and red hues reflecting beautifully on the water below.,claude-sonnet-4-5,anthropic,2026-05-12T21:56:30.260089+00:00,,0
